perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,name,age,income,occupation,insurance,Occupation_Type,unique_id
0.058,31760,107610,0.0,0.0,0.0,99.08,16,A,Rural,9600,1,Debbie Harrison,23,436151,Software Engineer,Starlite Premium,White Collar,03873700973
0.002,21910,174090,0.0,0.0,0.0,,9,B,Urban,1200,1,Mary Bean,36,554059,Software Engineer,Starlite Basic,White Collar,06277101238
0.028,31763,100060,0.0,0.0,0.0,99.89,6,A,Urban,5700,1,Darren Roberts,47,558522,Doctor,Starlite Basic,White Collar,07544402951
0.019,29572,129120,0.0,0.0,0.0,99.8,6,A,Urban,7500,1,Eric Wilson,63,646971,Doctor,Starlite Basic,White Collar,03606402342
0.007,31761,315100,0.0,0.0,0.0,99.89,11,A,Urban,22200,1,Peter Reid,23,369028,Teacher,Starlite Basic,White Collar,04247306520
0.447,18624,156070,0.0,0.0,0.0,99.39,9,A,Urban,15900,1,Jonathan Carroll,37,339483,Nurse,Starlite Basic,Other,08546107310
0.0,24462,237520,0.0,0.0,0.0,99.68,20,A,Urban,22200,1,Abigail Lambert,60,377360,Nurse,MaxBupa Silver,Other,05745906046
0.004,23369,226860,0.0,0.0,0.0,98.96,13,A,Urban,11700,1,Angela Cooper,27,161983,Shopkeeper,Starlite Basic,Other,09146302158
0.017,30674,180080,0.0,0.0,0.0,99.38,12,A,Urban,22200,1,Kelly Sanchez,46,164892,Farmer,MaxBupa Silver,Blue Collar,01399609288
0.13,16804,150100,0.0,0.0,0.0,99.21,8,B,Urban,7500,1,Daniel Thomas,20,229996,Farmer,Starlite Basic,Blue Collar,07415706589
0.013,10590,58630,0.0,0.0,0.0,97.89,7,A,Urban,3300,1,Omar Norris,40,226158,Teacher,MaxBupa Gold,White Collar,08493101497
0.492,20452,245130,1.0,0.0,0.0,99.77,9,A,Rural,30600,1,Jean Martin,49,577338,Software Engineer,Starlite Basic,White Collar,09508304545
0.028,30675,62680,0.0,0.0,0.0,99.86,4,B,Urban,5700,1,Paul Ferguson,39,216757,Shopkeeper,Starlite Basic,Other,10439906465
0.048,16804,80180,0.0,0.0,0.0,97.51,14,A,Rural,5400,1,Diane Vega,55,422679,Teacher,MaxBupa Silver,White Collar,07969004257
0.986,10230,54010,1.0,0.0,0.0,98.39,6,A,Rural,3300,1,Briana Johnson,31,222666,Farmer,MaxBupa Gold,Blue Collar,02844902422
0.003,26658,90030,0.0,0.0,0.0,,8,A,Urban,3300,1,Kenneth Davis,31,333573,Construction Worker,MaxBupa Silver,Blue Collar,04523908564
0.011,29577,150280,0.0,0.0,0.0,99.65,16,A,Rural,15900,1,Amanda Reyes,44,888294,Doctor,Starlite Basic,White Collar,03149105185
0.336,14970,120030,0.0,0.0,0.0,99.17,6,A,Urban,7500,1,Thomas Manning,29,121549,Farmer,MaxBupa Gold,Blue Collar,04199805647
0.206,34321,272180,1.0,0.0,0.0,98.02,27,A,Urban,13800,1,Kristen Jones,27,351923,Nurse,MaxBupa Silver,Other,03371800357
0.059,13155,127150,0.0,0.0,0.0,99.53,16,A,Urban,5400,1,Laurie Terrell,19,345539,Construction Worker,Starlite Premium,Blue Collar,07130805242
0.461,14970,450050,0.0,0.0,0.0,99.38,14,D,Rural,49500,1,Jeffrey Krueger,17,22617,Student,Starlite Basic,White Collar,04809008011
0.072,20083,129400,0.0,0.0,0.0,99.32,9,B,Rural,1200,1,Emily Mcclure,34,614786,Software Engineer,Starlite Basic,White Collar,10933509240
0.02,24468,120110,0.0,0.0,0.0,99.88,6,A,Urban,5400,1,Matthew Mcpherson,50,283565,Nurse,Starlite Basic,Other,03780202092
0.023,23374,117560,0.0,0.0,0.0,99.52,8,A,Urban,7500,1,Ronald Munoz,16,42466,Student,MaxBupa Gold,White Collar,07618005409
0.131,23739,250080,0.0,0.0,0.0,99.73,21,A,Urban,26400,1,Peter Bradley,31,386081,Teacher,MaxBupa Gold,White Collar,07887802015
0.044,24465,270150,0.0,0.0,0.0,99.87,8,A,Urban,9600,1,April Martinez,50,316724,Software Engineer,MaxBupa Silver,White Collar,09156709059
0.006,30665,102110,0.0,0.0,0.0,99.89,12,B,Rural,1200,1,Michelle Rogers,48,864143,Doctor,MaxBupa Gold,White Collar,05187204044
0.162,13882,525150,0.0,0.0,0.0,99.54,20,A,Rural,22200,1,Alejandra Baldwin,31,337711,Software Engineer,MaxBupa Gold,White Collar,07619000187
1.0,16801,125020,0.0,1.0,0.0,99.53,2,A,Urban,3300,1,Morgan Clark,50,588191,Software Engineer,MaxBupa Gold,White Collar,03208006858
0.004,14977,300100,0.0,0.0,0.0,98.48,12,A,Urban,15900,1,Bradley Carter,59,339613,Teacher,MaxBupa Gold,White Collar,03986003655
0.939,16803,147040,0.0,0.0,0.0,99.06,12,B,Urban,1200,1,Stephanie Smith,55,396885,Nurse,Starlite Premium,Other,05549803426
0.073,24466,96100,0.0,0.0,0.0,99.8,6,A,Rural,5700,1,Sue Wright,64,149181,Farmer,MaxBupa Gold,Blue Collar,01429107194
0.005,30671,225120,0.0,0.0,0.0,,11,A,Rural,9600,1,Nancy Myers,30,174175,Nurse,Starlite Basic,Other,02389401381
0.848,20081,269070,0.0,0.0,0.0,98.09,23,B,Urban,15900,1,Robert Matthews,53,435953,Software Engineer,Starlite Basic,White Collar,03156507468
1.0,10226,125060,0.0,0.0,0.0,99.1,9,B,Rural,3300,1,Steven Mccarty,27,277596,Shopkeeper,Starlite Premium,Other,07749600413
0.171,18628,363680,0.0,0.0,0.0,99.48,5,E,Rural,43200,1,Cynthia Knight,64,231814,Driver,MaxBupa Silver,Blue Collar,08747505037
0.477,20082,333110,0.0,0.0,0.0,99.54,7,A,Urban,13800,1,Jenny Peters,19,46954,Student,MaxBupa Gold,White Collar,00154104897
1.0,31762,120130,0.0,0.0,0.0,99.89,3,A,Urban,7500,1,Jennifer May,32,673669,Software Engineer,Starlite Basic,White Collar,03426803336
0.01,32855,300140,0.0,0.0,0.0,99.89,12,B,Urban,7500,1,Katie Martinez,46,339970,Teacher,MaxBupa Silver,White Collar,11132503606
0.038,20089,120140,0.0,0.0,0.0,99.54,8,B,Rural,3300,1,Francisco Brown,19,264023,Driver,Starlite Basic,Blue Collar,04891103175
0.735,14611,195030,0.0,0.0,0.0,99.03,8,D,Rural,1200,1,Brent Chase,31,575090,Software Engineer,Starlite Premium,White Collar,09726002241
0.147,27022,180100,1.0,0.0,0.0,99.09,21,A,Urban,9600,1,Kevin Martin,57,864431,Doctor,Starlite Premium,White Collar,03818409708
0.082,20082,355120,1.0,0.0,0.0,99.36,9,B,Urban,1200,1,Mark Mills,33,114158,Farmer,Starlite Premium,Blue Collar,02233207796
0.783,11692,144040,2.0,0.0,0.0,99.11,16,B,Urban,7500,1,Amber Hughes,27,395357,Nurse,Starlite Premium,Other,03010900256
0.915,24460,264110,0.0,0.0,0.0,99.41,10,A,Rural,3300,1,Jamie Thompson,39,215283,Construction Worker,Starlite Premium,Blue Collar,07728508620
0.022,31760,162140,0.0,0.0,0.0,99.89,8,A,Urban,9600,1,Teresa Avila,24,481681,Teacher,MaxBupa Silver,White Collar,08155400200
0.0,31402,110390,0.0,0.0,0.0,,3,A,Urban,11700,1,Brandon Mckinney,28,670365,Software Engineer,Starlite Basic,White Collar,08199302235
0.002,32129,78920,0.0,0.0,0.0,,4,A,Urban,1200,1,Brian Marquez,59,163040,Construction Worker,Starlite Basic,Blue Collar,02379004743
0.288,20088,418070,0.0,0.0,0.0,98.84,19,A,Urban,26400,1,Kelsey Conley,44,350567,Lawyer,Starlite Basic,Other,07999201767
0.502,20448,122430,1.0,3.0,0.0,98.15,19,B,Urban,9600,1,Pamela Figueroa,35,533495,Software Engineer,Starlite Premium,White Collar,01848604236
0.03,32864,174030,0.0,0.0,0.0,99.88,6,A,Rural,22200,1,Jennifer Kim,63,286230,Nurse,Starlite Premium,Other,10943106729
0.354,16798,287560,0.0,0.0,0.0,99.22,9,C,Urban,13800,1,Joseph Norris,50,346073,Teacher,Starlite Basic,White Collar,01295008450
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Kyle Lawson,24,212978,Teacher,Starlite Basic,White Collar,10080307277
0.155,10959,102140,0.0,0.0,0.0,99.74,9,A,Rural,7500,1,Antonio Gray,63,231097,Driver,MaxBupa Silver,Blue Collar,00574801572
0.224,24468,263490,0.0,0.0,0.0,99.14,11,B,Rural,7500,1,Angela Pittman,46,256750,Driver,MaxBupa Silver,Blue Collar,06902100024
0.15,31769,70180,0.0,0.0,0.0,99.56,12,A,Rural,3300,1,John Montgomery,50,358667,Teacher,MaxBupa Gold,White Collar,07603403363
0.174,14610,287350,0.0,0.0,0.0,99.28,20,E,Rural,9600,1,Christine Peterson,29,285093,Construction Worker,Starlite Basic,Blue Collar,04293301088
0.006,29209,129100,0.0,0.0,0.0,,6,A,Urban,9600,1,Joshua Long,47,688007,Software Engineer,MaxBupa Silver,White Collar,06844104674
0.472,27025,139710,0.0,0.0,0.0,99.04,8,A,Urban,11700,1,Robert Smith,41,209839,Driver,Starlite Premium,Blue Collar,03504902694
0.632,18625,141140,0.0,0.0,0.0,98.38,18,A,Urban,11700,1,Carol Alexander,43,323147,Teacher,Starlite Basic,White Collar,05378807582
0.986,13148,139280,6.0,1.0,3.0,96.41,14,B,Urban,9600,0,Melissa Jones,57,252581,Driver,MaxBupa Gold,Blue Collar,07947403398
0.186,32132,84680,0.0,0.0,0.0,99.37,11,A,Urban,3300,1,Ashley Garcia,47,246363,Construction Worker,Starlite Basic,Blue Collar,07089603559
0.103,13877,151140,0.0,0.0,0.0,98.88,7,A,Rural,1200,1,Michael Durham,29,390651,Nurse,MaxBupa Silver,Other,02398409156
0.806,32865,93740,0.0,0.0,0.0,98.59,10,A,Rural,3300,1,Jessica Payne,54,630231,Software Engineer,MaxBupa Silver,White Collar,09394402841
0.992,14971,90130,4.0,0.0,1.0,99.09,11,B,Urban,3300,0,Krista Price,23,42347,Student,Starlite Basic,White Collar,04132702311
0.122,10230,33070,0.0,0.0,0.0,98.8,5,A,Rural,1200,1,Desiree Wallace,53,266074,Construction Worker,Starlite Basic,Blue Collar,06337008333
0.143,31396,315140,0.0,1.0,1.0,99.04,12,A,Rural,39000,1,Glenn Gray,41,121136,Farmer,Starlite Basic,Blue Collar,05320703234
0.057,16797,166370,1.0,0.0,0.0,98.67,16,A,Urban,7500,1,Ana Harris,37,228591,Construction Worker,Starlite Premium,Blue Collar,02387404152
0.052,29571,296170,0.0,0.0,0.0,99.79,13,A,Urban,18000,1,Kevin Walker,26,496594,Teacher,MaxBupa Silver,White Collar,02130101309
0.087,20452,860110,1.0,0.0,0.0,99.19,9,C,Urban,45300,1,Roy Merritt,35,214141,Farmer,MaxBupa Gold,Blue Collar,01571100695
0.642,10600,37030,1.0,0.0,0.0,98.98,8,B,Rural,5700,1,Edward Pearson,25,272258,Teacher,MaxBupa Gold,White Collar,09050509859
0.156,30667,135100,0.0,0.0,0.0,99.39,14,A,Urban,7500,1,Lisa Mitchell,48,155513,Construction Worker,Starlite Premium,Blue Collar,01895103752
0.739,16805,204150,0.0,0.0,0.0,98.66,11,B,Rural,5400,1,Richard Jordan,41,282641,Driver,Starlite Premium,Blue Collar,11330006337
0.648,9505,43780,1.0,0.0,0.0,99.11,7,A,Urban,5700,1,Fernando Simon,43,334573,Driver,Starlite Basic,Blue Collar,02000801227
0.036,10234,169020,0.0,0.0,0.0,99.86,9,A,Urban,9600,1,Jillian Taylor,32,246895,Construction Worker,MaxBupa Gold,Blue Collar,04674801999
0.0,24461,413370,0.0,0.0,0.0,99.53,7,B,Rural,7500,1,Annette Clark,37,499094,Teacher,MaxBupa Silver,White Collar,05247000276
0.361,13146,109410,0.0,0.0,0.0,99.19,20,B,Urban,5400,1,Hannah Conner,47,355851,Software Engineer,MaxBupa Silver,White Collar,09977008176
0.648,16438,312760,0.0,0.0,0.0,99.23,12,A,Rural,7500,1,Kevin Phillips,29,389798,Software Engineer,MaxBupa Gold,White Collar,04571107664
0.932,11685,75150,0.0,0.0,0.0,99.12,6,C,Urban,5700,1,Eric Olson,34,308972,Software Engineer,MaxBupa Silver,White Collar,02988405929
0.011,31770,61730,0.0,0.0,0.0,99.88,9,A,Rural,1200,1,April Moreno,27,615381,Software Engineer,Starlite Basic,White Collar,10165302953
0.0,18626,252150,0.0,0.0,0.0,99.12,10,C,Rural,1200,1,Kevin Estrada,49,316132,Shopkeeper,Starlite Basic,Other,08950903637
0.074,16795,137570,0.0,0.0,0.0,98.96,7,A,Rural,9600,1,Brittany Cuevas,29,291824,Farmer,Starlite Basic,Blue Collar,04866203906
0.024,33955,131790,0.0,0.0,0.0,98.72,10,A,Urban,5400,1,Craig Poole MD,41,184613,Farmer,Starlite Basic,Blue Collar,01271704778
0.06,24463,495130,0.0,0.0,0.0,99.35,18,A,Urban,32700,1,Gabriel Griffin,51,315880,Driver,Starlite Basic,Blue Collar,10605205845
0.504,23004,119270,0.0,0.0,0.0,98.76,14,B,Rural,5400,1,Melissa Keith,40,422500,Teacher,MaxBupa Silver,White Collar,07571209698
0.597,10595,174110,0.0,0.0,0.0,98.69,10,C,Urban,11700,1,Kelly Lopez,34,319449,Software Engineer,Starlite Basic,White Collar,07438504117
0.04,14973,331550,0.0,0.0,0.0,98.81,18,D,Rural,11700,1,Sandra Chandler,49,336805,Driver,Starlite Premium,Blue Collar,07226307030
1.0,10232,92210,0.0,0.0,0.0,98.72,6,A,Urban,5400,1,Tiffany Hanson,48,321237,Construction Worker,Starlite Basic,Blue Collar,07463801137
0.046,24461,375130,0.0,0.0,0.0,99.78,15,A,Urban,13800,1,Jesus Martin,19,291696,Nurse,Starlite Basic,Other,02736702767
1.0,23372,210050,0.0,1.0,0.0,99.74,3,A,Urban,9600,1,Michael Nelson,32,300686,Teacher,MaxBupa Gold,White Collar,00959502334
0.153,24466,125010,0.0,0.0,0.0,99.46,13,A,Urban,5400,1,Jeff Clark,21,6877,Student,MaxBupa Silver,White Collar,08809807706
0.014,27025,202200,0.0,0.0,0.0,99.62,10,A,Urban,1200,1,Amanda Lin,36,288990,Shopkeeper,MaxBupa Silver,Other,00247500942
0.456,19355,163860,0.0,0.0,0.0,98.96,16,A,Rural,9600,1,Charles Smith,36,418035,Software Engineer,MaxBupa Silver,White Collar,11349407662
0.0,32130,151280,0.0,0.0,0.0,,5,A,Urban,18000,1,Ryan Horne,38,104391,Shopkeeper,Starlite Basic,Other,07304602490
0.027,23730,600140,0.0,0.0,0.0,99.56,12,C,Rural,60000,1,Daniel Stewart,58,842022,Doctor,MaxBupa Silver,White Collar,06756409679
0.152,30671,276080,1.0,0.0,0.0,99.71,23,B,Urban,13800,1,Andrea Melendez,56,625955,Software Engineer,Starlite Basic,White Collar,04736306290
0.009,29574,204720,0.0,0.0,0.0,99.59,16,A,Urban,11700,1,Amanda Fowler,23,3668,Student,Starlite Premium,White Collar,07678704935
0.349,11692,120070,0.0,0.0,0.0,98.06,11,A,Urban,5400,1,Shawn Ramos,43,155214,Lawyer,Starlite Basic,Other,03871403935
0.0,8040,24680,0.0,0.0,0.0,,4,A,Urban,1200,1,Beth Alvarado,21,405362,Software Engineer,MaxBupa Silver,White Collar,04447506956
0.141,21913,204070,0.0,0.0,0.0,99.66,12,A,Rural,5400,1,Ethan Martin,52,317672,Software Engineer,Starlite Basic,White Collar,08304902384
0.186,14977,510130,0.0,0.0,0.0,99.22,33,B,Urban,22200,1,Christine Mata,42,222340,Driver,Starlite Basic,Blue Collar,03569200115
0.086,23733,316550,0.0,0.0,0.0,99.26,14,B,Urban,15900,1,Ana Perez,34,372494,Teacher,MaxBupa Silver,White Collar,08906201863
0.004,32865,180120,0.0,0.0,0.0,,5,A,Rural,9600,1,Janice Kline,49,450916,Teacher,MaxBupa Silver,White Collar,07832809976
0.735,19720,351140,0.0,0.0,0.0,99.07,7,A,Rural,9600,1,Andrew Blake,37,310918,Teacher,MaxBupa Silver,White Collar,03656803119
0.025,26285,236540,2.0,0.0,0.0,99.89,11,A,Urban,9600,1,Cynthia Martin,28,305489,Nurse,MaxBupa Silver,Other,03505604258
0.266,23366,162050,0.0,0.0,0.0,99.05,10,A,Urban,13800,1,Sarah Walsh,42,172720,Farmer,Starlite Basic,Blue Collar,02175706705
0.016,32865,77290,0.0,0.0,0.0,99.89,7,A,Urban,5700,1,Laura Young,46,222615,Construction Worker,MaxBupa Silver,Blue Collar,01551500902
0.0,10593,96140,0.0,0.0,0.0,99.89,3,A,Urban,5400,1,Ashley Jackson,33,159661,Construction Worker,Starlite Basic,Blue Collar,03377902819
0.269,19360,165040,0.0,0.0,0.0,99.88,4,A,Urban,3300,1,Michele Preston,58,712930,Doctor,Starlite Premium,White Collar,01109403822
0.004,32865,180120,0.0,0.0,0.0,,5,A,Rural,9600,1,Connor Griffin,30,242683,Nurse,Starlite Basic,Other,07832808161
0.307,24466,360110,0.0,0.0,0.0,99.02,14,A,Rural,3300,1,Sally Beard,31,652138,Software Engineer,Starlite Premium,White Collar,09272006890
0.161,24466,57140,0.0,0.0,0.0,98.24,25,A,Urban,3300,1,Audrey Wu,19,47323,Student,Starlite Basic,White Collar,02051609090
0.038,29572,135600,2.0,0.0,0.0,99.26,11,A,Urban,5400,1,William Gilbert,32,134989,Nurse,Starlite Basic,Other,08342504699
1.0,10592,375030,1.0,1.0,0.0,99.85,7,D,Rural,26400,1,Sarah Brown,63,326737,Driver,Starlite Premium,Blue Collar,10212208918
0.015,31762,150130,0.0,0.0,0.0,99.83,14,A,Rural,9600,1,Thomas Diaz,48,253988,Teacher,Starlite Premium,White Collar,05921803802
0.0,24460,180050,0.0,0.0,0.0,99.51,7,A,Rural,7500,1,Stephanie Torres,35,150308,Construction Worker,MaxBupa Gold,Blue Collar,02557006068
0.006,10229,243090,0.0,0.0,0.0,99.83,10,A,Urban,18000,1,Joseph Murray,47,767513,Doctor,Starlite Basic,White Collar,09409205810
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Brittney Welch,47,147485,Nurse,Starlite Basic,Other,10080303536
0.488,24461,76960,0.0,0.0,0.0,98.45,8,A,Rural,1200,1,William Pham,44,193161,Farmer,Starlite Basic,Blue Collar,03459903825
0.514,11689,52540,0.0,0.0,0.0,99.79,5,A,Urban,1200,1,Lisa Schaefer,22,24900,Student,MaxBupa Gold,White Collar,03225008642
0.246,20086,210150,0.0,0.0,0.0,99.23,15,A,Rural,1200,1,Barbara Mcdowell,25,288074,Farmer,Starlite Basic,Blue Collar,02144608608
0.281,32134,90110,0.0,0.0,0.0,98.03,13,A,Rural,1200,1,Calvin Collins,31,487743,Teacher,MaxBupa Silver,White Collar,07564104810
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Ann Weber,50,539366,Software Engineer,Starlite Basic,White Collar,11131901946
0.031,29212,322530,0.0,0.0,0.0,99.68,5,B,Rural,15900,1,Timothy Austin,21,304829,Software Engineer,Starlite Basic,White Collar,02601108600
0.629,16432,102380,0.0,0.0,0.0,99.48,9,B,Urban,11700,1,Ryan Sanders,22,21331,Student,MaxBupa Gold,White Collar,09936607136
1.0,29575,315110,0.0,0.0,0.0,99.88,5,A,Urban,20100,1,Michael Austin,21,176382,Farmer,Starlite Basic,Blue Collar,06775405335
0.043,31768,84180,0.0,0.0,0.0,99.56,4,A,Urban,1200,1,Shawn Reed,46,646492,Software Engineer,MaxBupa Silver,White Collar,04428303488
0.365,16438,165130,1.0,0.0,0.0,98.87,11,A,Urban,7500,1,Jacqueline Jennings,55,380117,Shopkeeper,MaxBupa Silver,Other,03588001610
0.0,31403,102950,0.0,0.0,0.0,99.68,6,A,Rural,5400,1,Lisa Bonilla,37,172288,Construction Worker,MaxBupa Gold,Blue Collar,09253907461
0.354,20448,71550,0.0,0.0,0.0,98.7,5,A,Rural,5700,1,Alexander Miller,37,252053,Farmer,Starlite Basic,Blue Collar,03312208473
0.84,13515,240120,0.0,0.0,0.0,99.73,4,A,Rural,18000,1,Tracy Watkins,33,615990,Doctor,MaxBupa Gold,White Collar,02101804677
0.014,12787,57590,0.0,0.0,0.0,99.07,12,A,Urban,3300,1,Gary Farmer,42,245807,Driver,Starlite Basic,Blue Collar,08162604959
0.031,29211,225070,0.0,0.0,0.0,99.89,12,A,Urban,11700,1,Gerald Miller,47,362280,Teacher,Starlite Basic,White Collar,05160005867
0.239,14605,210750,0.0,0.0,0.0,99.06,7,B,Urban,15900,1,Linda Jones,44,436337,Teacher,Starlite Basic,White Collar,06556908763
0.006,31762,75130,0.0,0.0,0.0,,6,A,Urban,3300,1,Johnny Whitney,64,207309,Shopkeeper,Starlite Basic,Other,03542804761
0.012,29574,67030,0.0,0.0,0.0,99.4,17,A,Urban,3300,1,Margaret Miller,51,355929,Software Engineer,MaxBupa Silver,White Collar,05174902194
0.016,24460,120240,0.0,0.0,0.0,99.25,17,A,Urban,5400,1,James Walker MD,23,49797,Student,MaxBupa Silver,White Collar,00619608003
0.15,8038,28020,0.0,0.0,0.0,99.72,7,A,Urban,3300,1,David Thomas,33,133585,Farmer,Starlite Basic,Blue Collar,10952005701
0.015,32497,54330,1.0,0.0,0.0,99.89,3,A,Urban,5700,1,Jessica Jones,48,570039,Software Engineer,MaxBupa Silver,White Collar,02938705113
0.005,30305,79790,0.0,0.0,0.0,99.89,7,A,Rural,5400,1,Tiffany Sandoval,19,46791,Student,Starlite Basic,White Collar,07893000557
0.001,20453,104460,1.0,0.0,0.0,97.76,17,B,Urban,5400,1,Stephanie Cunningham,53,639011,Software Engineer,Starlite Basic,White Collar,04781308065
0.11,37239,102580,0.0,0.0,0.0,99.27,9,B,Urban,7500,1,Holly Anderson,53,274709,Farmer,MaxBupa Silver,Blue Collar,06794205139
0.128,10591,84060,0.0,0.0,0.0,99.6,5,A,Urban,3300,1,Denise Owens,41,362909,Nurse,Starlite Basic,Other,06515601207
0.875,24468,201110,1.0,0.0,2.0,99.69,11,B,Rural,13800,1,Susan Bishop,21,212387,Nurse,Starlite Basic,Other,09158807033
0.01,37240,99060,0.0,0.0,0.0,99.89,5,A,Urban,3300,1,Sara Watson,52,416049,Software Engineer,MaxBupa Gold,White Collar,00724807309
0.121,18624,470020,1.0,0.0,0.0,99.36,8,C,Rural,13800,1,Desiree Stokes,48,348164,Teacher,MaxBupa Silver,White Collar,04943401510
0.043,16795,720130,0.0,0.0,0.0,99.48,16,A,Urban,34800,1,Adrian Carter,40,397908,Shopkeeper,Starlite Basic,Other,07838906769
0.027,20448,204150,0.0,0.0,0.0,99.22,10,A,Urban,11700,1,Arthur Hicks,45,296260,Farmer,Starlite Basic,Blue Collar,01929703829
0.026,21914,150050,2.0,0.0,0.0,99.47,10,A,Urban,7500,1,Mark Wheeler,24,282024,Nurse,Starlite Basic,Other,00543203732
0.066,16431,193830,0.0,0.0,0.0,99.16,12,A,Urban,11700,1,Paula Turner,58,138470,Farmer,MaxBupa Silver,Blue Collar,06959107957
0.704,10230,145610,0.0,0.0,0.0,98.25,14,B,Rural,3300,1,Catherine Zimmerman,60,123121,Nurse,MaxBupa Silver,Other,09113003211
0.009,21906,89330,0.0,0.0,0.0,99.64,8,A,Urban,5400,1,Daniel Gallagher,46,399883,Teacher,MaxBupa Silver,White Collar,01509703630
1.0,21542,237100,0.0,2.0,0.0,99.44,4,D,Rural,13800,0,Amy Mann,43,145174,Shopkeeper,Starlite Basic,Other,06118501708
0.023,21905,231090,0.0,0.0,0.0,99.38,10,B,Rural,18000,1,Vicki Moore,47,609493,Doctor,MaxBupa Silver,White Collar,00842501845
0.13,31769,59280,0.0,0.0,0.0,97.87,11,A,Urban,5400,1,Michael Stevens,63,238652,Nurse,Starlite Basic,Other,04800800266
0.616,14975,360030,0.0,0.0,0.0,99.16,13,A,Urban,26400,1,Mary Cunningham,18,24006,Student,MaxBupa Silver,White Collar,00820105985
0.476,11686,195140,0.0,1.0,0.0,98.25,19,A,Urban,18000,1,Matthew Arnold,41,251133,Farmer,Starlite Basic,Blue Collar,09549001140
0.05,27019,144620,0.0,0.0,0.0,99.35,7,A,Urban,7500,1,Michelle Velez,24,432701,Software Engineer,Starlite Basic,White Collar,00082803162
0.298,10234,168240,0.0,0.0,0.0,99.58,7,A,Rural,11700,1,Terri Davis,54,190327,Farmer,Starlite Basic,Blue Collar,04490006207
0.0,21549,137730,0.0,0.0,0.0,,5,A,Urban,11700,1,David Perez,23,19222,Student,MaxBupa Silver,White Collar,04065502046
1.0,9135,56210,1.0,0.0,0.0,99.85,2,A,Urban,5400,0,Melissa Golden,41,650715,Software Engineer,MaxBupa Silver,White Collar,07525303730
0.574,10233,75050,0.0,0.0,0.0,99.81,6,A,Rural,5700,1,David Castillo,33,559617,Software Engineer,Starlite Basic,White Collar,02476501909
0.915,10225,103950,2.0,0.0,0.0,98.27,12,D,Urban,5400,1,Brian Harris,41,350784,Software Engineer,Starlite Basic,White Collar,11286207307
0.065,29208,253900,0.0,0.0,0.0,99.88,3,A,Rural,1200,1,Kyle Mendoza,41,689178,Software Engineer,MaxBupa Silver,White Collar,04964502660
0.024,20083,60040,0.0,0.0,0.0,97.74,9,A,Urban,3300,1,Adriana Gregory,31,318471,Driver,Starlite Basic,Blue Collar,07065600656
0.0,24469,150100,0.0,0.0,0.0,99.3,8,A,Urban,7500,1,David Ortega,33,368203,Software Engineer,Starlite Basic,White Collar,00661106660
0.0,14978,375140,0.0,0.0,0.0,99.18,9,D,Urban,34800,1,Tamara Burns,22,524485,Software Engineer,Starlite Basic,White Collar,09773501307
0.002,20086,335010,0.0,0.0,0.0,99.27,18,C,Urban,9600,1,Dylan Warren,40,446068,Teacher,Starlite Basic,White Collar,04821309429
0.278,32864,337610,0.0,0.0,0.0,99.25,9,A,Urban,18000,1,Barbara Rivera,22,289750,Nurse,Starlite Premium,Other,03198100998
0.039,10590,148050,0.0,0.0,0.0,99.84,9,A,Urban,5400,1,James Price III,28,244593,Driver,Starlite Basic,Blue Collar,01271407432
0.499,10597,156870,0.0,0.0,0.0,99.59,4,A,Urban,9600,1,Jimmy Williams,43,546695,Software Engineer,Starlite Basic,White Collar,09551302834
0.001,31769,207080,0.0,0.0,0.0,99.76,13,A,Urban,7500,1,Caleb Mcdonald,40,429749,Software Engineer,Starlite Premium,White Collar,00411109178
0.004,31763,129130,0.0,0.0,0.0,,7,A,Rural,5400,1,Randy Zamora,64,346462,Driver,Starlite Premium,Blue Collar,07480805880
0.016,30672,90100,0.0,0.0,0.0,99.87,13,B,Rural,3300,1,Alexandra Taylor,18,41922,Student,Starlite Premium,White Collar,09168301237
0.03,21906,194570,0.0,0.0,0.0,98.37,19,B,Rural,15900,1,Douglas Robinson,57,555894,Software Engineer,MaxBupa Gold,White Collar,00323302151
0.913,13510,120130,2.0,0.0,0.0,96.16,18,B,Rural,1200,0,Gary Crane,47,479520,Teacher,Starlite Premium,White Collar,06241707919
0.881,16804,117040,3.0,1.0,1.0,97.35,13,D,Urban,7500,0,Alexandra Henderson,40,302336,Driver,Starlite Basic,Blue Collar,02534509695
0.19,18627,154980,0.0,0.0,0.0,98.26,19,A,Urban,7500,1,Samuel Oconnor,26,276244,Construction Worker,Starlite Basic,Blue Collar,00924907189
0.919,16800,294050,0.0,0.0,0.0,99.11,11,B,Urban,15900,1,Aaron Adams,31,185230,Nurse,Starlite Basic,Other,10573208303
0.199,31764,60290,1.0,0.0,1.0,99.2,13,A,Rural,3300,1,Tina Garcia MD,20,133481,Nurse,MaxBupa Gold,Other,08485406578
1.0,10595,90060,0.0,0.0,0.0,99.43,6,A,Rural,7500,1,Benjamin Garrison,53,238298,Farmer,Starlite Premium,Blue Collar,06082105091
